Plate Date,DayNum,Plate ID,Column (Letter),Row (Number),Species,Notes (uncertain ID),,,,Species Codes,,,,,,,
26-May-12,25,A6,K,3,A,,,,,,,,,,,,
26-May-12,25,A6,K,4,BV,,,,,,,,,,,,
26-May-12,25,A6,K,5,A,,,,,,,,,,,,
26-May-12,25,A6,K,6,A,,,,,,,,,,,,
26-May-12,25,A6,K,7,A,,,,,,,,,,,,
26-May-12,25,A6,K,8,A,,,,,,,,,,,,
26-May-12,25,A6,K,9,BS,,,,,,,,,,,,
26-May-12,25,A6,K,10,A,,,,,,,,,,,,
26-May-12,25,A6,K,11,OS,,,,,,,,,,,,
26-May-12,25,A6,L,1,A,,,,,,,,,,,,
26-May-12,25,A6,L,2,A,,,,,,,,,,,,
26-May-12,25,A6,L,3,A,,,,,,,,,,,,
26-May-12,25,A6,L,4,OS,,,,,,,,,,,,
26-May-12,25,A6,L,5,OS,,,,,,,,,,,,
26-May-12,25,A6,L,6,A,,,,,,,,,,,,
26-May-12,25,A6,L,7,A,,,,,,,,,,,,
26-May-12,25,A6,L,8,OS,,,,,,,,,,,,
26-May-12,25,A6,L,9,OS,,,,,,,,,,,,
26-May-12,25,A6,L,10,A,,,,,,,,,,,,
26-May-12,25,A6,L,11,A,,,,,,,,,,,,
26-May-12,25,A6,L,12,A,,,,,,,,,,,,
26-May-12,25,A6,M,1,A,,,,,,,,,,,,
26-May-12,25,A6,M,2,BV,,,,,,,,,,,,
26-May-12,25,A6,M,3,A,,,,,,,,,,,,
26-May-12,25,A6,M,4,A,,,,,,,,,,,,
26-May-12,25,A6,M,5,A,,,,,,,,,,,,
26-May-12,25,A6,M,6,A,,,,,,,,,,,,
26-May-12,25,A6,M,7,A,,,,,,,,,,,,
26-May-12,25,A6,M,8,A,,,,,,,,,,,,
26-May-12,25,A6,M,9,A,,,,,,,,,,,,
26-May-12,25,A6,M,10,A,,,,,,,,,,,,
26-May-12,25,A6,M,11,OS,,,,,,,,,,,,
26-May-12,25,A7,A,1,A,,,,,,,,,,,,
26-May-12,25,A7,A,2,A,,,,,,,,,,,,
26-May-12,25,A7,A,3,A,,,,,,,,,,,,
26-May-12,25,A7,A,4,A,,,,,,,,,,,,
26-May-12,25,A7,A,5,A,,,,,,,,,,,,
26-May-12,25,A7,A,6,A,,,,,,,,,,,,
26-May-12,25,A7,A,7,A,,,,,,,,,,,,
26-May-12,25,A7,A,8,A,,,,,,,,,,,,
26-May-12,25,A7,A,9,A,,,,,,,,,,,,
26-May-12,25,A7,A,10,A,,,,,,,,,,,,
26-May-12,25,A7,A,11,A,,,,,,,,,,,,
26-May-12,25,A7,B,1,A,,,,,,,,,,,,
26-May-12,25,A7,B,2,OS,,,,,,,,,,,,
26-May-12,25,A7,B,3,A,,,,,,,,,,,,
26-May-12,25,A7,B,4,A,,,,,,,,,,,,
26-May-12,25,A7,B,5,A,,,,,,,,,,,,
26-May-12,25,A7,B,6,A,,,,,,,,,,,,
26-May-12,25,A7,B,7,A,,,,,,,,,,,,
26-May-12,25,A7,B,8,A,,,,,,,,,,,,
26-May-12,25,A7,B,9,A,,,,,,,,,,,,
26-May-12,25,A7,B,10,A,,,,,,,,,,,,
26-May-12,25,A7,B,11,A,,,,,,,,,,,,
26-May-12,25,A7,B,12,A,,,,,,,,,,,,
26-May-12,25,A7,C,1,A,,,,,,,,,,,,
26-May-12,25,A7,C,2,A,,,,,,,,,,,,
26-May-12,25,A7,C,3,A,,,,,,,,,,,,
26-May-12,25,A7,C,4,A,,,,,,,,,,,,
26-May-12,25,A7,C,5,OS,,,,,,,,,,,,
26-May-12,25,A7,C,6,A,,,,,,,,,,,,
26-May-12,25,A7,C,7,A,,,,,,,,,,,,
26-May-12,25,A7,C,8,A,,,,,,,,,,,,
26-May-12,25,A7,C,9,A,,,,,,,,,,,,
26-May-12,25,A7,C,10,A,,,,,,,,,,,,
26-May-12,25,A7,C,11,A,,,,,,,,,,,,
26-May-12,25,A7,D,1,A,,,,,,,,,,,,
26-May-12,25,A7,D,2,A,,,,,,,,,,,,
26-May-12,25,A7,D,3,A,,,,,,,,,,,,
26-May-12,25,A7,D,4,BV,,,,,,,,,,,,
26-May-12,25,A7,D,5,A,,,,,,,,,,,,
26-May-12,25,A7,D,6,A,,,,,,,,,,,,
26-May-12,25,A7,D,7,A,,,,,,,,,,,,
26-May-12,25,A7,D,8,A,,,,,,,,,,,,
26-May-12,25,A7,D,9,A,,,,,,,,,,,,
26-May-12,25,A7,D,10,A,,,,,,,,,,,,
26-May-12,25,A7,D,11,BV,,,,,,,,,,,,
26-May-12,25,A7,D,12,A,,,,,,,,,,,,
26-May-12,25,A7,E,1,A,,,,,,,,,,,,
26-May-12,25,A7,E,2,A,,,,,,,,,,,,
26-May-12,25,A7,E,3,BV,,,,,,,,,,,,
26-May-12,25,A7,E,4,A,,,,,,,,,,,,
26-May-12,25,A7,E,5,A,,,,,,,,,,,,
26-May-12,25,A7,E,6,A,,,,,,,,,,,,
26-May-12,25,A7,E,7,A,,,,,,,,,,,,
26-May-12,25,A7,E,8,A,,,,,,,,,,,,
26-May-12,25,A7,E,9,A,,,,,,,,,,,,
26-May-12,25,A7,E,10,A,,,,,,,,,,,,
26-May-12,25,A7,E,11,A,,,,,,,,,,,,
26-May-12,25,A7,F,1,A,,,,,,,,,,,,
26-May-12,25,A7,F,2,A,,,,,,,,,,,,
26-May-12,25,A7,F,3,A,,,,,,,,,,,,
26-May-12,25,A7,F,4,BV,,,,,,,,,,,,
26-May-12,25,A7,F,5,A,,,,,,,,,,,,
26-May-12,25,A7,F,6,A,,,,,,,,,,,,
26-May-12,25,A7,F,7,BV,,,,,,,,,,,,
26-May-12,25,A7,F,8,A,,,,,,,,,,,,
26-May-12,25,A7,F,9,A,,,,,,,,,,,,
26-May-12,25,A7,F,10,A,,,,,,,,,,,,
26-May-12,25,A7,F,11,A,,,,,,,,,,,,
26-May-12,25,A7,F,12,A,,,,,,,,,,,,
26-May-12,25,A7,G,1,A,,,,,,,,,,,,
26-May-12,25,A7,G,2,BV,,,,,,,,,,,,
26-May-12,25,A7,G,3,A,,,,,,,,,,,,
26-May-12,25,A7,G,4,A,,,,,,,,,,,,
26-May-12,25,A7,G,5,A,,,,,,,,,,,,
26-May-12,25,A7,G,6,A,,,,,,,,,,,,
26-May-12,25,A7,G,7,A,,,,,,,,,,,,
26-May-12,25,A7,G,8,A,,,,,,,,,,,,
26-May-12,25,A7,G,9,A,,,,,,,,,,,,
26-May-12,25,A7,G,10,A,,,,,,,,,,,,
26-May-12,25,A7,G,11,A,,,,,,,,,,,,
26-May-12,25,A7,H,1,A,,,,,,,,,,,,
26-May-12,25,A7,H,2,OS,,,,,,,,,,,,
26-May-12,25,A7,H,3,A,,,,,,,,,,,,
26-May-12,25,A7,H,4,A,,,,,,,,,,,,
26-May-12,25,A7,H,5,A,,,,,,,,,,,,
26-May-12,25,A7,H,6,A,,,,,,,,,,,,
26-May-12,25,A7,H,7,A,,,,,,,,,,,,
26-May-12,25,A7,H,8,A,,,,,,,,,,,,
26-May-12,25,A7,H,9,A,,,,,,,,,,,,
26-May-12,25,A7,H,10,A,,,,,,,,,,,,
26-May-12,25,A7,H,11,A,,,,,,,,,,,,
26-May-12,25,A7,H,12,A,,,,,,,,,,,,
26-May-12,25,A7,I,1,OS,,,,,,,,,,,,
26-May-12,25,A7,I,2,A,,,,,,,,,,,,
26-May-12,25,A7,I,3,A,,,,,,,,,,,,
26-May-12,25,A7,I,4,A,,,,,,,,,,,,
26-May-12,25,A7,I,5,A,,,,,,,,,,,,
26-May-12,25,A7,I,6,A,,,,,,,,,,,,
26-May-12,25,A7,I,7,A,,,,,,,,,,,,
26-May-12,25,A7,I,8,A,,,,,,,,,,,,
26-May-12,25,A7,I,9,A,,,,,,,,,,,,
26-May-12,25,A7,I,10,BV,,,,,,,,,,,,
26-May-12,25,A7,I,11,A,,,,,,,,,,,,
26-May-12,25,A7,J,1,OS,,,,,,,,,,,,
26-May-12,25,A7,J,2,A,,,,,,,,,,,,
26-May-12,25,A7,J,3,A,,,,,,,,,,,,
26-May-12,25,A7,J,4,A,,,,,,,,,,,,
26-May-12,25,A7,J,5,A,,,,,,,,,,,,
26-May-12,25,A7,J,6,A,,,,,,,,,,,,
26-May-12,25,A7,J,7,A,,,,,,,,,,,,
26-May-12,25,A7,J,8,A,,,,,,,,,,,,
26-May-12,25,A7,J,9,A,,,,,,,,,,,,
26-May-12,25,A7,J,10,A,,,,,,,,,,,,
26-May-12,25,A7,J,11,A,,,,,,,,,,,,
26-May-12,25,A7,J,12,A,,,,,,,,,,,,
26-May-12,25,A7,K,1,A,,,,,,,,,,,,
26-May-12,25,A7,K,2,BV,,,,,,,,,,,,
26-May-12,25,A7,K,3,A,,,,,,,,,,,,
26-May-12,25,A7,K,4,A,,,,,,,,,,,,
26-May-12,25,A7,K,5,A,,,,,,,,,,,,
26-May-12,25,A7,K,6,A,,,,,,,,,,,,
26-May-12,25,A7,K,7,A,,,,,,,,,,,,
26-May-12,25,A7,K,8,A,,,,,,,,,,,,
26-May-12,25,A7,K,9,A,,,,,,,,,,,,
26-May-12,25,A7,K,10,A,,,,,,,,,,,,
26-May-12,25,A7,K,11,BV,,,,,,,,,,,,
26-May-12,25,A7,L,1,A,,,,,,,,,,,,
26-May-12,25,A7,L,2,A,,,,,,,,,,,,
26-May-12,25,A7,L,3,A,,,,,,,,,,,,
26-May-12,25,A7,L,4,A,,,,,,,,,,,,
26-May-12,25,A7,L,5,A,,,,,,,,,,,,
26-May-12,25,A7,L,6,A,,,,,,,,,,,,
26-May-12,25,A7,L,7,A,,,,,,,,,,,,
26-May-12,25,A7,L,8,A,,,,,,,,,,,,
26-May-12,25,A7,L,9,A,,,,,,,,,,,,
26-May-12,25,A7,L,10,A,,,,,,,,,,,,
26-May-12,25,A7,L,11,A,,,,,,,,,,,,
26-May-12,25,A7,L,12,A,,,,,,,,,,,,
26-May-12,25,A7,M,1,A,,,,,,,,,,,,
26-May-12,25,A7,M,2,A,,,,,,,,,,,,
26-May-12,25,A7,M,3,A,,,,,,,,,,,,
26-May-12,25,A7,M,4,A,,,,,,,,,,,,
26-May-12,25,A7,M,5,A,,,,,,,,,,,,
26-May-12,25,A7,M,6,OS,,,,,,,,,,,,
26-May-12,25,A7,M,7,A,,,,,,,,,,,,
26-May-12,25,A7,M,8,OS,,,,,,,,,,,,
26-May-12,25,A7,M,9,A,,,,,,,,,,,,
26-May-12,25,A7,M,10,OS,,,,,,,,,,,,
26-May-12,25,A7,M,11,BV,,,,,,,,,,,,
26-May-12,25,A8,A,1,BV,,,,,,,,,,,,
26-May-12,25,A8,A,2,A,,,,,,,,,,,,
26-May-12,25,A8,A,3,OS,,,,,,,,,,,,
26-May-12,25,A8,A,4,A,,,,,,,,,,,,
26-May-12,25,A8,A,5,A,,,,,,,,,,,,
26-May-12,25,A8,A,6,A,,,,,,,,,,,,
26-May-12,25,A8,A,7,A,,,,,,,,,,,,
26-May-12,25,A8,A,8,A,,,,,,,,,,,,
26-May-12,25,A8,A,9,A,,,,,,,,,,,,
26-May-12,25,A8,A,10,A,,,,,,,,,,,,
26-May-12,25,A8,A,11,OS,,,,,,,,,,,,
26-May-12,25,A8,B,1,A,,,,,,,,,,,,
26-May-12,25,A8,B,2,A,,,,,,,,,,,,
26-May-12,25,A8,B,3,A,,,,,,,,,,,,
26-May-12,25,A8,B,4,A,,,,,,,,,,,,
26-May-12,25,A8,B,5,BV,,,,,,,,,,,,
26-May-12,25,A8,B,6,BV,,,,,,,,,,,,
26-May-12,25,A8,B,7,A,,,,,,,,,,,,
26-May-12,25,A8,B,8,A,,,,,,,,,,,,
26-May-12,25,A8,B,9,BV,,,,,,,,,,,,
26-May-12,25,A8,B,10,A,,,,,,,,,,,,
26-May-12,25,A8,B,11,SS,,,,,,,,,,,,
26-May-12,25,A8,B,12,A,,,,,,,,,,,,
26-May-12,25,A8,C,1,A,,,,,,,,,,,,
26-May-12,25,A8,C,2,BV,,,,,,,,,,,,
26-May-12,25,A8,C,3,A,,,,,,,,,,,,
26-May-12,25,A8,C,4,A,,,,,,,,,,,,
26-May-12,25,A8,C,5,A,,,,,,,,,,,,
26-May-12,25,A8,C,6,A,,,,,,,,,,,,
26-May-12,25,A8,C,7,A,,,,,,,,,,,,
26-May-12,25,A8,C,8,A,,,,,,,,,,,,
26-May-12,25,A8,C,9,A,,,,,,,,,,,,
26-May-12,25,A8,C,10,A,,,,,,,,,,,,
26-May-12,25,A8,C,11,A,,,,,,,,,,,,
26-May-12,25,A8,D,1,A,,,,,,,,,,,,
26-May-12,25,A8,D,2,BV,,,,,,,,,,,,
26-May-12,25,A8,D,3,A,,,,,,,,,,,,
26-May-12,25,A8,D,4,BV,,,,,,,,,,,,
26-May-12,25,A8,D,5,A,,,,,,,,,,,,
26-May-12,25,A8,D,6,OS,,,,,,,,,,,,
26-May-12,25,A8,D,7,A,,,,,,,,,,,,
26-May-12,25,A8,D,8,A,,,,,,,,,,,,
26-May-12,25,A8,D,9,A,,,,,,,,,,,,
26-May-12,25,A8,D,10,A,,,,,,,,,,,,
26-May-12,25,A8,D,11,A,,,,,,,,,,,,
26-May-12,25,A8,D,12,A,,,,,,,,,,,,
26-May-12,25,A8,E,1,OS,,,,,,,,,,,,
26-May-12,25,A8,E,2,A,,,,,,,,,,,,
26-May-12,25,A8,E,3,BV,,,,,,,,,,,,
26-May-12,25,A8,E,4,A,,,,,,,,,,,,
26-May-12,25,A8,E,5,A,,,,,,,,,,,,
26-May-12,25,A8,E,6,A,,,,,,,,,,,,
26-May-12,25,A8,E,7,A,,,,,,,,,,,,
26-May-12,25,A8,E,8,A,,,,,,,,,,,,
26-May-12,25,A8,E,9,A,,,,,,,,,,,,
26-May-12,25,A8,E,10,BV,,,,,,,,,,,,
26-May-12,25,A8,E,11,A,,,,,,,,,,,,
26-May-12,25,A8,F,1,OS,,,,,,,,,,,,
26-May-12,25,A8,F,2,A,,,,,,,,,,,,
26-May-12,25,A8,F,3,A,,,,,,,,,,,,
26-May-12,25,A8,F,4,A,,,,,,,,,,,,
26-May-12,25,A8,F,5,BV,,,,,,,,,,,,
26-May-12,25,A8,F,6,A,,,,,,,,,,,,
26-May-12,25,A8,F,7,A,,,,,,,,,,,,
26-May-12,25,A8,F,8,A,,,,,,,,,,,,
26-May-12,25,A8,F,9,BV,,,,,,,,,,,,
26-May-12,25,A8,F,10,A,,,,,,,,,,,,
26-May-12,25,A8,F,11,A,,,,,,,,,,,,
26-May-12,25,A8,F,12,A,,,,,,,,,,,,
26-May-12,25,A8,G,1,A,,,,,,,,,,,,
26-May-12,25,A8,G,2,OS,,,,,,,,,,,,
26-May-12,25,A8,G,3,A,,,,,,,,,,,,
26-May-12,25,A8,G,4,BV,,,,,,,,,,,,
26-May-12,25,A8,G,5,A,,,,,,,,,,,,
26-May-12,25,A8,G,6,A,,,,,,,,,,,,
26-May-12,25,A8,G,7,A,,,,,,,,,,,,
26-May-12,25,A8,G,8,A,,,,,,,,,,,,
26-May-12,25,A8,G,9,A,,,,,,,,,,,,
26-May-12,25,A8,G,10,A,,,,,,,,,,,,
26-May-12,25,A8,G,11,A,,,,,,,,,,,,
26-May-12,25,A8,H,1,BV,,,,,,,,,,,,
26-May-12,25,A8,H,2,A,,,,,,,,,,,,
26-May-12,25,A8,H,3,A,,,,,,,,,,,,
26-May-12,25,A8,H,4,A,,,,,,,,,,,,
26-May-12,25,A8,H,5,A,,,,,,,,,,,,
26-May-12,25,A8,H,6,A,,,,,,,,,,,,
26-May-12,25,A8,H,7,A,,,,,,,,,,,,
26-May-12,25,A8,H,8,A,,,,,,,,,,,,
26-May-12,25,A8,H,9,A,,,,,,,,,,,,
26-May-12,25,A8,H,10,A,,,,,,,,,,,,
26-May-12,25,A8,H,11,OS,,,,,,,,,,,,
26-May-12,25,A8,H,12,A,,,,,,,,,,,,
26-May-12,25,A8,I,1,OS,,,,,,,,,,,,
26-May-12,25,A8,I,2,OS,,,,,,,,,,,,
26-May-12,25,A8,I,3,A,,,,,,,,,,,,
26-May-12,25,A8,I,4,A,,,,,,,,,,,,
26-May-12,25,A8,I,5,BV,,,,,,,,,,,,
26-May-12,25,A8,I,6,A,,,,,,,,,,,,
26-May-12,25,A8,I,7,A,,,,,,,,,,,,
26-May-12,25,A8,I,8,A,,,,,,,,,,,,
26-May-12,25,A8,I,9,A,,,,,,,,,,,,
26-May-12,25,A8,I,10,A,,,,,,,,,,,,
26-May-12,25,A8,I,11,A,,,,,,,,,,,,
26-May-12,25,A8,J,1,A,,,,,,,,,,,,
26-May-12,25,A8,J,2,BV,,,,,,,,,,,,
26-May-12,25,A8,J,3,BV,,,,,,,,,,,,
26-May-12,25,A8,J,4,A,,,,,,,,,,,,
26-May-12,25,A8,J,5,A,,,,,,,,,,,,
26-May-12,25,A8,J,6,BV,,,,,,,,,,,,
26-May-12,25,A8,J,7,BV,,,,,,,,,,,,
26-May-12,25,A8,J,8,A,,,,,,,,,,,,
26-May-12,25,A8,J,9,A,,,,,,,,,,,,
26-May-12,25,A8,J,10,A,,,,,,,,,,,,
26-May-12,25,A8,J,11,BV,,,,,,,,,,,,
26-May-12,25,A8,J,12,A,,,,,,,,,,,,
26-May-12,25,A8,K,1,BV,,,,,,,,,,,,
26-May-12,25,A8,K,2,OS,,,,,,,,,,,,
26-May-12,25,A8,K,3,A,,,,,,,,,,,,
26-May-12,25,A8,K,4,A,,,,,,,,,,,,
26-May-12,25,A8,K,5,BV,,,,,,,,,,,,
26-May-12,25,A8,K,6,A,,,,,,,,,,,,
26-May-12,25,A8,K,7,A,,,,,,,,,,,,
26-May-12,25,A8,K,8,A,,,,,,,,,,,,
26-May-12,25,A8,K,9,BV,,,,,,,,,,,,
26-May-12,25,A8,K,10,A,,,,,,,,,,,,
26-May-12,25,A8,K,11,A,,,,,,,,,,,,
26-May-12,25,A8,L,1,A,,,,,,,,,,,,
26-May-12,25,A8,L,2,BV,,,,,,,,,,,,
26-May-12,25,A8,L,3,BV,,,,,,,,,,,,
26-May-12,25,A8,L,4,BV,,,,,,,,,,,,
26-May-12,25,A8,L,5,A,,,,,,,,,,,,
26-May-12,25,A8,L,6,A,,,,,,,,,,,,
26-May-12,25,A8,L,7,A,,,,,,,,,,,,
26-May-12,25,A8,L,8,BV,,,,,,,,,,,,
26-May-12,25,A8,L,9,OS,,,,,,,,,,,,
26-May-12,25,A8,L,10,OS,,,,,,,,,,,,
26-May-12,25,A8,L,11,A,,,,,,,,,,,,
26-May-12,25,A8,L,12,A,,,,,,,,,,,,
26-May-12,25,A8,M,1,OS,,,,,,,,,,,,
26-May-12,25,A8,M,2,BV,,,,,,,,,,,,
26-May-12,25,A8,M,3,A,,,,,,,,,,,,
26-May-12,25,A8,M,4,A,,,,,,,,,,,,
26-May-12,25,A8,M,5,BV,,,,,,,,,,,,
26-May-12,25,A8,M,6,A,,,,,,,,,,,,
26-May-12,25,A8,M,7,BV,,,,,,,,,,,,
26-May-12,25,A8,M,8,A,,,,,,,,,,,,
26-May-12,25,A8,M,9,A,,,,,,,,,,,,
26-May-12,25,A8,M,10,A,,,,,,,,,,,,
26-May-12,25,A8,M,11,A,,,,,,,,,,,,
13-Jun-12,43,A1,A,1,A,,,,,,,,,,,,
13-Jun-12,43,A1,A,2,A,,,,,,,,,,,,
13-Jun-12,43,A1,A,3,A,,,,,,,,,,,,
13-Jun-12,43,A1,A,4,A,,,,,,,,,,,,
13-Jun-12,43,A1,A,5,A,,,,,,,,,,,,
13-Jun-12,43,A1,A,6,A,,,,,,,,,,,,
13-Jun-12,43,A1,A,7,A,,,,,,,,,,,,
13-Jun-12,43,A1,A,8,A,,,,,,,,,,,,
13-Jun-12,43,A1,A,9,A,,,,,,,,,,,,
13-Jun-12,43,A1,A,10,A,,,,,,,,,,,,
13-Jun-12,43,A1,A,11,A,,,,,,,,,,,,
13-Jun-12,43,A1,B,1,A,,,,,,,,,,,,
13-Jun-12,43,A1,B,2,BV,,,,,,,,,,,,
13-Jun-12,43,A1,B,3,BV,,,,,,,,,,,,
13-Jun-12,43,A1,B,4,A,,,,,,,,,,,,
13-Jun-12,43,A1,B,5,BV,,,,,,,,,,,,
13-Jun-12,43,A1,B,6,A,,,,,,,,,,,,
13-Jun-12,43,A1,B,7,A,,,,,,,,,,,,
13-Jun-12,43,A1,B,8,A,,,,,,,,,,,,
13-Jun-12,43,A1,B,9,A,,,,,,,,,,,,
13-Jun-12,43,A1,B,10,A,,,,,,,,,,,,
13-Jun-12,43,A1,B,11,BV,,,,,,,,,,,,
13-Jun-12,43,A1,B,12,A,,,,,,,,,,,,
13-Jun-12,43,A1,C,1,BV,,,,,,,,,,,,
13-Jun-12,43,A1,C,2,BV,,,,,,,,,,,,
13-Jun-12,43,A1,C,3,BV,,,,,,,,,,,,
13-Jun-12,43,A1,C,4,BV,,,,,,,,,,,,
13-Jun-12,43,A1,C,5,BV,,,,,,,,,,,,
13-Jun-12,43,A1,C,6,A,,,,,,,,,,,,
13-Jun-12,43,A1,C,7,BV,,,,,,,,,,,,
13-Jun-12,43,A1,C,8,A,,,,,,,,,,,,
13-Jun-12,43,A1,C,9,A,,,,,,,,,,,,
13-Jun-12,43,A1,C,10,A,,,,,,,,,,,,
13-Jun-12,43,A1,C,11,SS,,,,,,,,,,,,
13-Jun-12,43,A1,D,1,A,,,,,,,,,,,,
13-Jun-12,43,A1,D,2,A,,,,,,,,,,,,
13-Jun-12,43,A1,D,3,A,,,,,,,,,,,,
13-Jun-12,43,A1,D,4,A,,,,,,,,,,,,
13-Jun-12,43,A1,D,5,A,,,,,,,,,,,,
13-Jun-12,43,A1,D,6,BV,,,,,,,,,,,,
13-Jun-12,43,A1,D,7,SS,,,,,,,,,,,,
13-Jun-12,43,A1,D,8,A,,,,,,,,,,,,
13-Jun-12,43,A1,D,9,BV,,,,,,,,,,,,
13-Jun-12,43,A1,D,10,BV,,,,,,,,,,,,
13-Jun-12,43,A1,D,11,DO,,,,,,,,,,,,
13-Jun-12,43,A1,D,12,SS,,,,,,,,,,,,
13-Jun-12,43,A1,E,1,A,,,,,,,,,,,,
13-Jun-12,43,A1,E,2,A,,,,,,,,,,,,
13-Jun-12,43,A1,E,3,BV,,,,,,,,,,,,
13-Jun-12,43,A1,E,4,A,,,,,,,,,,,,
13-Jun-12,43,A1,E,5,BV,,,,,,,,,,,,
13-Jun-12,43,A1,E,6,A,,,,,,,,,,,,
13-Jun-12,43,A1,E,7,OS,,,,,,,,,,,,
13-Jun-12,43,A1,E,8,A,,,,,,,,,,,,
13-Jun-12,43,A1,E,9,A,,,,,,,,,,,,
13-Jun-12,43,A1,E,10,BV,,,,,,,,,,,,
13-Jun-12,43,A1,E,11,A,,,,,,,,,,,,
13-Jun-12,43,A1,F,1,A,,,,,,,,,,,,
13-Jun-12,43,A1,F,2,BV,,,,,,,,,,,,
13-Jun-12,43,A1,F,3,A,,,,,,,,,,,,
13-Jun-12,43,A1,F,4,BV,,,,,,,,,,,,
13-Jun-12,43,A1,F,5,BV,,,,,,,,,,,,
13-Jun-12,43,A1,F,6,BV,,,,,,,,,,,,
13-Jun-12,43,A1,F,7,A,,,,,,,,,,,,
13-Jun-12,43,A1,F,8,A,,,,,,,,,,,,
13-Jun-12,43,A1,F,9,A,,,,,,,,,,,,
13-Jun-12,43,A1,F,10,A,,,,,,,,,,,,
13-Jun-12,43,A1,F,11,BV,,,,,,,,,,,,
13-Jun-12,43,A1,F,12,BV,,,,,,,,,,,,
13-Jun-12,43,A1,G,1,A,,,,,,,,,,,,
13-Jun-12,43,A1,G,2,A,,,,,,,,,,,,
13-Jun-12,43,A1,G,3,A,,,,,,,,,,,,
13-Jun-12,43,A1,G,4,BV,,,,,,,,,,,,
13-Jun-12,43,A1,G,5,A,,,,,,,,,,,,
13-Jun-12,43,A1,G,6,A,,,,,,,,,,,,
13-Jun-12,43,A1,G,7,A,,,,,,,,,,,,
13-Jun-12,43,A1,G,8,A,,,,,,,,,,,,
13-Jun-12,43,A1,G,9,AC,,,,,,,,,,,,
13-Jun-12,43,A1,G,10,A,,,,,,,,,,,,
13-Jun-12,43,A1,G,11,A,,,,,,,,,,,,
13-Jun-12,43,A1,H,1,DL,,,,,,,,,,,,
13-Jun-12,43,A1,H,2,A,,,,,,,,,,,,
13-Jun-12,43,A1,H,3,A,,,,,,,,,,,,
13-Jun-12,43,A1,H,4,BV,,,,,,,,,,,,
13-Jun-12,43,A1,H,5,OS,,,,,,,,,,,,
13-Jun-12,43,A1,H,6,A,,,,,,,,,,,,
13-Jun-12,43,A1,H,7,A,,,,,,,,,,,,
13-Jun-12,43,A1,H,8,A,,,,,,,,,,,,
13-Jun-12,43,A1,H,9,A,,,,,,,,,,,,
13-Jun-12,43,A1,H,10,A,,,,,,,,,,,,
13-Jun-12,43,A1,H,11,A,,,,,,,,,,,,
13-Jun-12,43,A1,H,12,A,,,,,,,,,,,,
13-Jun-12,43,A1,I,1,OS,,,,,,,,,,,,
13-Jun-12,43,A1,I,2,BV,,,,,,,,,,,,
13-Jun-12,43,A1,I,3,A,,,,,,,,,,,,
13-Jun-12,43,A1,I,4,BV,,,,,,,,,,,,
13-Jun-12,43,A1,I,5,A,,,,,,,,,,,,
13-Jun-12,43,A1,I,6,A,,,,,,,,,,,,
13-Jun-12,43,A1,I,7,A,,,,,,,,,,,,
13-Jun-12,43,A1,I,8,A,,,,,,,,,,,,
13-Jun-12,43,A1,I,9,A,,,,,,,,,,,,
13-Jun-12,43,A1,I,10,A,,,,,,,,,,,,
13-Jun-12,43,A1,I,11,BV,,,,,,,,,,,,
13-Jun-12,43,A1,J,1,BV,,,,,,,,,,,,
13-Jun-12,43,A1,J,2,SS,,,,,,,,,,,,
13-Jun-12,43,A1,J,3,A,,,,,,,,,,,,
13-Jun-12,43,A1,J,4,BV,,,,,,,,,,,,
13-Jun-12,43,A1,J,5,BV,,,,,,,,,,,,
13-Jun-12,43,A1,J,6,A,,,,,,,,,,,,
13-Jun-12,43,A1,J,7,A,,,,,,,,,,,,
13-Jun-12,43,A1,J,8,A,,,,,,,,,,,,
13-Jun-12,43,A1,J,9,OS,,,,,,,,,,,,
13-Jun-12,43,A1,J,10,A,,,,,,,,,,,,
13-Jun-12,43,A1,J,11,A,,,,,,,,,,,,
13-Jun-12,43,A1,J,12,A,,,,,,,,,,,,
13-Jun-12,43,A1,K,1,A,,,,,,,,,,,,
13-Jun-12,43,A1,K,2,A,,,,,,,,,,,,
13-Jun-12,43,A1,K,3,SS,,,,,,,,,,,,
13-Jun-12,43,A1,K,4,A,,,,,,,,,,,,
13-Jun-12,43,A1,K,5,DO,,,,,,,,,,,,
13-Jun-12,43,A1,K,6,WS,,,,,,,,,,,,
13-Jun-12,43,A1,K,7,A,,,,,,,,,,,,
13-Jun-12,43,A1,K,8,BV,,,,,,,,,,,,
13-Jun-12,43,A1,K,9,A,,,,,,,,,,,,
13-Jun-12,43,A1,K,10,BV,,,,,,,,,,,,
13-Jun-12,43,A1,K,11,BV,,,,,,,,,,,,
13-Jun-12,43,A1,L,1,BV,,,,,,,,,,,,
13-Jun-12,43,A1,L,2,SS,,,,,,,,,,,,
13-Jun-12,43,A1,L,3,BV,,,,,,,,,,,,
13-Jun-12,43,A1,L,4,A,,,,,,,,,,,,
13-Jun-12,43,A1,L,5,A,,,,,,,,,,,,
13-Jun-12,43,A1,L,6,A,,,,,,,,,,,,
13-Jun-12,43,A1,L,7,BV,,,,,,,,,,,,
13-Jun-12,43,A1,L,8,A,,,,,,,,,,,,
13-Jun-12,43,A1,L,9,A,,,,,,,,,,,,
13-Jun-12,43,A1,L,10,A,,,,,,,,,,,,
13-Jun-12,43,A1,L,11,BV,,,,,,,,,,,,
